iter	Logloss
171	0.2268977028
172	0.2266569834
173	0.2263693453
174	0.2260832286
175	0.2258682075
176	0.2256525808
177	0.2254061617
178	0.2251498728
179	0.2248603048
180	0.2245998675
181	0.224387745
182	0.2241358825
183	0.2239481016
184	0.223717064
185	0.2235321368
186	0.2232864666
187	0.2230972316
188	0.2228691572
189	0.2226850981
190	0.2225075509
191	0.2222650571
192	0.2220701239
193	0.2219098942
194	0.2217466646
195	0.2215886555
196	0.221362256
197	0.221210684
198	0.2210039497
199	0.2208680496
200	0.2206537364
201	0.2205008881
202	0.220328333
203	0.2201905475
204	0.2200435414
205	0.2198217251
206	0.2196150206
207	0.2194831223
208	0.2193197833
209	0.2191324057
210	0.2189264138
211	0.2187538879
212	0.2185395137
213	0.2184036459
214	0.2182587126
215	0.2181122548
216	0.2179643821
217	0.2177898326
218	0.2176476968
219	0.2174794485
220	0.2173467519
221	0.217180249
222	0.2170545403
223	0.2169399857
224	0.2167697454
225	0.2166445444
226	0.2164993366
227	0.2163695471
228	0.2162376867
229	0.2161099578
230	0.2159664346
231	0.2158780052
232	0.2157913852
233	0.2156663477
234	0.2155557218
235	0.2154381874
236	0.215331472
237	0.2151862871
238	0.2150574631
239	0.2149618798
240	0.2148800328
241	0.2148045008
242	0.2146767227
243	0.2145423555
244	0.2144610151
245	0.2143542887
246	0.2142105611
247	0.2141030206
248	0.2139938034
249	0.2138949592
250	0.2137938008
251	0.2137061929
252	0.2136501584
253	0.2135680907
254	0.2134839068
255	0.2133944332
256	0.2132898751
257	0.213218979
258	0.2130694342
259	0.2129723411
260	0.2128550552
261	0.2127658376
262	0.2126557496
263	0.21254085
264	0.2124407691
265	0.212327721
266	0.2122171973
267	0.2121260565
268	0.2120483669
269	0.2119610058
270	0.2118512411
271	0.2117591161
272	0.2116760709
273	0.2115890402
274	0.2115036822
275	0.2114390613
276	0.2113789756
277	0.2112937229
278	0.2112058656
279	0.2110789758
280	0.2109474634
281	0.2108427601
282	0.2107805713
283	0.2107111444
284	0.2106319882
285	0.2105673123
286	0.2104985511
287	0.2104166337
288	0.210308852
289	0.210214858
290	0.2101348082
291	0.2100872064
292	0.2099851424
293	0.2099113809
294	0.2098078874
295	0.2097332801
296	0.2096552463
297	0.2095776013
298	0.2095134454
299	0.2094109141
300	0.2092963456
301	0.2091905653
302	0.209107511
303	0.2090436479
304	0.2090017064
305	0.208929807
306	0.2088507876
307	0.2087942868
308	0.2087282467
309	0.2086513199
310	0.2085683369
311	0.2084651323
312	0.2083999012
313	0.2083123784
314	0.2082587975
315	0.2082108366
316	0.2081467542
317	0.2080746593
318	0.2079911556
319	0.2079269244
320	0.2078804369
321	0.207815601
322	0.2077386517
323	0.2076749456
324	0.2076213695
325	0.2075546179
326	0.2075124729
327	0.2074488988
328	0.2073746486
329	0.2072934644
330	0.207231471
331	0.2071764909
332	0.2071093124
333	0.2070591006
334	0.2070040396
335	0.2069347393
336	0.2068720689
337	0.2068253496
338	0.206774152
339	0.2067308941
340	0.2066741237
341	0.2065680908
342	0.2064963631
343	0.2064138001
344	0.2063711745
345	0.2063136023
346	0.206282625
347	0.2062305207
348	0.2061438059
349	0.2060998513
350	0.2060719517
351	0.2060020514
352	0.2059303158
353	0.2058440921
354	0.2057453266
355	0.2056710298
356	0.2056034684
357	0.2055490433
358	0.2055097669
359	0.2054447574
360	0.2053980864
361	0.2053248511
362	0.2052685116
363	0.2052083699
364	0.2051648066
365	0.2051315644
366	0.2050638113
367	0.2050004962
368	0.2049477785
369	0.2048946094
370	0.2048401839
371	0.2047726486
372	0.2047168627
373	0.2046646671
374	0.2046142345
375	0.2045695396
376	0.2045184423
377	0.2044618405
378	0.2044104206
379	0.204372705
380	0.2043377223
381	0.2043043928
382	0.204258424
383	0.2042120043
384	0.2041625973
385	0.2041067572
386	0.2040488623
387	0.2040010608
388	0.2039161809
389	0.203875353
390	0.2038274337
391	0.2037748114
392	0.2037397749
393	0.2036834618
394	0.2036437617
395	0.2035901796
396	0.2035412262
397	0.203500591
398	0.2034641273
399	0.2034200396
400	0.2033486291
401	0.2033014976
402	0.2032581364
403	0.2031954134
404	0.2031305081
405	0.2030875557
406	0.2030360204
407	0.2029797297
408	0.2029371848
409	0.2028920098
410	0.2028434693
411	0.2027816158
412	0.2027383074
413	0.2027087241
414	0.2026501016
415	0.2026131331
416	0.2025771874
417	0.202557605
418	0.2025213737
419	0.2024754208
420	0.2024155584
421	0.2023417897
422	0.2022959592
423	0.2022444633
424	0.2022061938
425	0.2021590132
426	0.2020863355
427	0.2020271896
428	0.2019773623
429	0.2019355852
430	0.2018845101
431	0.2018406589
432	0.2018063544
433	0.2017614051
434	0.2017168699
435	0.2016526143
436	0.2016142129
437	0.2015630793
438	0.2015544628
439	0.2015117535
440	0.2014725538
441	0.2014245331
442	0.2013961462
443	0.2013495588
444	0.2013044702
445	0.2012676699
446	0.2012256762
447	0.2012019565
448	0.2011635068
449	0.2011135821
450	0.2010576729
451	0.2010292677
452	0.200977286
453	0.2009347861
454	0.2008751154
455	0.2008189274
456	0.2007665627
457	0.2007104309
458	0.200679381
459	0.2006416124
460	0.2005745831
461	0.2005175682
462	0.2004594217
463	0.2004065259
464	0.2003604177
465	0.2003227003
466	0.2002860206
467	0.2002439403
468	0.2002061009
469	0.2001706513
470	0.2001209824
471	0.2000668233
472	0.2000382134
473	0.200003478
474	0.1999682409
475	0.1999427232
476	0.199918251
477	0.1998574789
478	0.1998073573
479	0.1997789626
480	0.1997373371
481	0.1997027959
482	0.1996696742
483	0.1996268997
484	0.1995609833
485	0.1995212881
486	0.1994751587
487	0.1994329694
488	0.1993850894
489	0.199349258
490	0.1992909637
491	0.1992496525
492	0.1992229052
493	0.1991902858
494	0.1991475686
495	0.1990827257
496	0.1990450723
497	0.1989936692
498	0.198957808
499	0.1989245505
500	0.1988818337
501	0.1988451562
502	0.1987956683
503	0.1987592254
504	0.1986963632
505	0.1986351211
506	0.1985959186
507	0.198557837
508	0.1985261342
509	0.1984860906
510	0.1984626569
511	0.1984183061
512	0.1983500117
513	0.1983247967
514	0.1982957382
515	0.1982669261
516	0.1982148262
517	0.1981541381
518	0.1981272874
519	0.1980881708
520	0.1980542593
521	0.198020563
522	0.1979789115
523	0.1979247069
524	0.1978810569
525	0.1978579288
526	0.1978127177
527	0.1977777693
528	0.1977165181
529	0.1976670084
530	0.197626371
531	0.1975921333
532	0.1975599169
533	0.1975091116
534	0.1974788706
535	0.197439397
536	0.1973613733
537	0.1973264308
538	0.1972491153
539	0.1972060927
540	0.1971640603
541	0.1971421415
542	0.1970932076
543	0.1970400133
544	0.1970112177
545	0.1969753714
546	0.1969486154
547	0.1969230337
548	0.1968939603
549	0.1968722179
550	0.1968315668
551	0.1967854839
552	0.1967447696
553	0.1967085605
554	0.1966773609
555	0.1966304778
556	0.1965988802
557	0.196557357
558	0.1965236396
559	0.1964830273
560	0.1964426969
561	0.1964052596
562	0.1963839463
563	0.1963398648
564	0.1963069986
565	0.1962757404
566	0.1962544999
567	0.1962224839
568	0.1961962863
569	0.1961463104
570	0.1961069815
571	0.1960794527
572	0.1960426626
573	0.1959597565
574	0.1959271673
575	0.1958947826
576	0.195858075
577	0.1958230338
578	0.1957882225
579	0.1957479592
580	0.195709587
581	0.1956436414
582	0.1956153316
583	0.1955887358
584	0.1955544058
585	0.1955245245
586	0.1955053593
587	0.1954459945
588	0.1954193025
589	0.1953860641
590	0.1953462122
591	0.1953026384
592	0.1952628465
593	0.1952388504
594	0.1952062271
595	0.1951785472
596	0.195140882
597	0.1951070025
598	0.1950681322
599	0.1950388469
600	0.1950215349
601	0.1949839301
602	0.1949326938
603	0.1949028703
604	0.1948635318
605	0.1948469611
606	0.1948175888
607	0.1947682563
608	0.1947332393
609	0.1947076212
610	0.1946611269
611	0.1946377595
612	0.1946036162
613	0.1945679349
614	0.1945367982
615	0.194512632
616	0.1944718369
617	0.194441163
618	0.1943980205
619	0.1943753511
620	0.1943367193
621	0.1943186572
622	0.1942850839
623	0.1942499536
624	0.1942044827
625	0.1941778194
626	0.194161883
627	0.1941389364
628	0.194105829
629	0.1940770919
630	0.1940304387
631	0.1939982183
632	0.193967485
633	0.1939328695
634	0.1938816307
635	0.1938558013
636	0.1938423106
637	0.1938130516
638	0.1937724223
639	0.1937485173
640	0.1937199666
641	0.1936951767
642	0.1936648133
643	0.1936310169
644	0.1936059483
645	0.1935693079
646	0.1935321932
647	0.1935040648
648	0.1934796689
649	0.1934507985
650	0.1934122508
651	0.1933735976
652	0.1933402445
653	0.1933160338
654	0.1932849242
655	0.193254805
656	0.1932290716
657	0.1931849397
658	0.1931775036
659	0.1931528898
660	0.1930807798
661	0.1930374981
662	0.1929849177
663	0.1929466005
664	0.1928967402
665	0.1928613813
666	0.1928292517
667	0.1927895927
668	0.1927421029
669	0.1926966655
670	0.1926667976
671	0.1926279717
672	0.1926049174
673	0.1925680168
674	0.1925380294
675	0.1925141079
676	0.1924824406
677	0.1924555259
678	0.1924108543
679	0.1923733604
680	0.192341659
681	0.1923021796
682	0.1922602961
683	0.192237836
684	0.192196125
685	0.1921781715
686	0.1921503612
687	0.1921182507
688	0.1920935529
689	0.1920623697
690	0.1920308821
691	0.1919995016
692	0.1919613647
693	0.1919387844
694	0.1918984857
695	0.1918710521
696	0.1918433734
697	0.1918261092
698	0.1917992367
699	0.1917645548
700	0.1917385279
701	0.1917060066
702	0.1916756947
703	0.1916533142
704	0.1916318942
705	0.1916056813
706	0.1915696879
707	0.1915333012
708	0.1914919664
709	0.1914716632
710	0.191455395
711	0.1914239101
712	0.1914096581
713	0.1913710793
714	0.191351832
715	0.191318353
716	0.191294694
717	0.1912686077
718	0.1912368049
719	0.1912155901
720	0.1911819132
721	0.1911353158
722	0.1911016728
723	0.1910873111
724	0.1910674662
725	0.19102982
726	0.1909917399
727	0.1909643807
728	0.1909375467
729	0.1909147791
730	0.1908825907
731	0.1908706395
732	0.1908445369
733	0.1908162447
734	0.1908140564
735	0.190784635
736	0.1907545363
737	0.190723293
738	0.1906926935
739	0.1906638615
740	0.1906261791
741	0.190604361
742	0.190583325
743	0.1905597449
744	0.1905257939
745	0.1904882223
746	0.1904602189
747	0.1904349123
748	0.1903990517
749	0.1903776963
750	0.1903416528
751	0.19031805
752	0.1902832348
753	0.190251208
754	0.1902154186
755	0.1901794886
756	0.1901537701
757	0.1901248081
758	0.1900964665
759	0.1900741241
760	0.1900316869
761	0.1900024799
762	0.1899678283
763	0.1899504545
764	0.189922227
765	0.1899034582
766	0.1898673344
767	0.1898388581
768	0.1898082812
769	0.1897861756
770	0.1897492144
771	0.1897282645
772	0.1896977766
773	0.1896559715
774	0.1896176422
775	0.1895953866
776	0.189562077
777	0.1895361122
778	0.1894882587
779	0.1894575049
780	0.1894386841
781	0.1894046413
782	0.1893764451
783	0.1893571035
784	0.1893254938
785	0.189306491
786	0.189265303
787	0.1892367723
788	0.1891972152
789	0.1891689644
790	0.189141602
791	0.1891091633
792	0.1890844353
793	0.1890600112
794	0.1890341483
795	0.1890070244
796	0.1889627033
797	0.188912111
798	0.1888919507
799	0.1888669497
800	0.1888452444
801	0.1888087094
802	0.1887764153
803	0.1887406124
804	0.188703768
805	0.1886683686
806	0.1886280946
807	0.1885787177
808	0.1885451505
809	0.1885122158
810	0.188471856
811	0.188449783
812	0.1884296018
813	0.188400559
814	0.1883751488
815	0.188341296
816	0.1883089578
817	0.1882760401
818	0.1882449799
819	0.1882105709
820	0.1881918105
821	0.1881721722
822	0.1881452912
823	0.1881246693
824	0.1880986221
825	0.188070707
826	0.1880376488
827	0.1879989149
828	0.1879665586
829	0.1879303477
830	0.1878948591
831	0.1878738884
832	0.1878529859
833	0.1878239026
834	0.1877944539
835	0.1877539773
836	0.1877241208
837	0.1877080165
838	0.1876804635
839	0.1876510609
840	0.1876188784
841	0.187586719
842	0.1875624121
843	0.1875369419
844	0.1875133089
845	0.187486731
846	0.1874549719
847	0.1874344032
848	0.1874002341
849	0.1873763378
850	0.1873290213
851	0.1872817767
852	0.187237632
853	0.18720614
854	0.187171108
855	0.1871365801
856	0.1871088023
857	0.1870800481
858	0.1870461613
859	0.1870174538
860	0.1869876867
861	0.1869575985
862	0.1869260328
863	0.1868849708
864	0.186856304
865	0.1868334374
866	0.1868004585
867	0.1867756247
868	0.1867542459
869	0.1867258037
870	0.1866978054
871	0.1866763279
872	0.1866412845
873	0.1866241166
874	0.1865874064
875	0.1865719014
876	0.1865474104
877	0.1865094327
878	0.1864795205
879	0.1864489327
880	0.1864195493
881	0.1863966151
882	0.1863734582
883	0.1863451498
884	0.1863194281
885	0.1862973035
886	0.186264931
887	0.1862418067
888	0.1862116165
889	0.1861781773
890	0.1861416868
891	0.1861076351
892	0.1860668909
893	0.1860478116
894	0.1860240601
895	0.1859852092
896	0.1859562386
897	0.1859338411
898	0.1858964541
899	0.1858712568
900	0.1858523239
901	0.1858306727
902	0.1858047255
903	0.1857826041
904	0.1857699857
905	0.1857476886
906	0.1857245436
907	0.1857003689
908	0.1856778212
909	0.1856494326
910	0.1856199586
911	0.1855905128
912	0.1855726917
913	0.1855445942
914	0.1855221941
915	0.1854871237
916	0.1854548393
917	0.1854267407
918	0.1854028467
919	0.1853801847
920	0.1853570081
921	0.185324602
922	0.185294509
923	0.1852737688
924	0.185236287
925	0.1852108782
926	0.185183609
927	0.1851572513
928	0.1851290486
929	0.1850901641
930	0.1850686614
931	0.1850366143
932	0.1850057406
933	0.1849850214
934	0.1849653924
935	0.1849536253
936	0.1849239476
937	0.1848933044
938	0.1848657645
939	0.1848403424
940	0.1848083801
941	0.1847798013
942	0.184755146
943	0.1847398544
944	0.1847092942
945	0.1846674958
946	0.1846277265
947	0.1845879481
948	0.1845643649
949	0.1845303967
950	0.1844901838
951	0.1844694548
952	0.1844470774
953	0.1844263456
954	0.184397394
955	0.1843728455
956	0.1843449652
957	0.1842987875
958	0.1842766982
959	0.1842522752
960	0.1842333196
961	0.1842138794
962	0.184188512
963	0.184169838
964	0.1841466393
965	0.184128076
966	0.1841020665
967	0.1840840886
968	0.184057384
969	0.184022327
970	0.1840011847
971	0.1839817619
972	0.1839541759
973	0.1839163548
974	0.1838886119
975	0.1838575903
976	0.1838300964
977	0.1838042258
978	0.1837745842
979	0.1837518178
980	0.1837186007
981	0.1836883942
982	0.1836659919
983	0.1836489674
984	0.1836185915
985	0.1835821418
986	0.1835506398
987	0.183525065
988	0.183501746
989	0.1834833125
990	0.1834391028
991	0.1834080298
992	0.1833907428
993	0.1833670806
994	0.1833299006
995	0.1833054858
996	0.183284726
997	0.1832489019
998	0.183228858
999	0.1832084077
